Reconstruction_Error,Autoencoder_Anomaly,IsolationForest_Anomaly,Combined_Anomaly
0.41172415004626584,False,False,False
0.3930204362671236,False,False,False
0.297293649723608,False,False,False
1.8328722575462701,True,False,True
0.31857794101786774,False,False,False
0.6343901864957912,False,False,False
0.2861528958824274,False,False,False
0.18576971425305722,False,False,False
0.39101401253541324,False,False,False
1.2827555771160206,False,False,False
0.3132207595734525,False,False,False
1.0431416266701041,False,False,False
1.0540145517013442,False,False,False
0.1881067899062449,False,False,False
0.06798864415182655,False,False,False
0.43779819867480707,False,False,False
0.47836204862929255,False,False,False
0.4298003141548281,False,False,False
0.49222399811505896,False,False,False
0.055250331433827155,False,False,False
0.21279270560073132,False,False,False
0.3532213959026927,False,False,False
0.3728561354396069,False,False,False
1.4131071042444021,False,False,False
0.13200190098159956,False,False,False
0.12125412601165102,False,False,False
0.22091048227361149,False,False,False
0.5979417651621138,False,False,False
2.139796937962455,True,False,True
0.10398246554573526,False,False,False
0.4892781017136457,False,False,False
0.8847162803257249,False,False,False
0.0862165435203911,False,False,False
0.5039995028173615,False,False,False
0.763620700965675,False,False,False
0.24204439459270832,False,False,False
0.6835781461209336,False,False,False
1.2061912404627586,False,False,False
0.5376015222480188,False,False,False
0.23107333757410492,False,False,False
0.5312344721786953,False,False,False
0.3207198174086402,False,False,False
0.14939436089811955,False,False,False
0.5256294680575556,False,False,False
1.2046590162287067,False,False,False
1.0621292839755179,False,False,False
0.3315628181778639,False,False,False
1.0659935770728473,False,False,False
0.142565845055253,False,False,False
2.6902952912461084,True,False,True
0.6834480505986044,False,False,False
1.0624435132844803,False,False,False
0.21242561679886884,False,False,False
1.494449741301128,False,False,False
0.41980292286785237,False,False,False
0.11507955517678628,False,False,False
0.7247351377550357,False,False,False
0.7625797764833773,False,False,False
0.1242791452876994,False,False,False
0.4288731484482282,False,False,False
0.5870992059505472,False,False,False
0.5233044172905459,False,False,False
0.817740759100184,False,False,False
1.1092099319800415,False,False,False
0.24798457922118425,False,False,False
0.06006282396151421,False,False,False
0.10317264019269065,False,False,False
0.15481633877822792,False,False,False
0.14316174772756915,False,False,False
0.31800299053381187,False,False,False
0.974939566316985,False,False,False
0.10368478966131815,False,False,False
1.943124113782679,True,False,True
0.2674853929849805,False,False,False
0.08314703304797083,False,False,False
0.6655553247959456,False,False,False
0.3159484887147687,False,False,False
0.9181572258566015,False,False,False
1.3441176037274314,False,False,False
0.31358390274599135,False,False,False
0.6527356928900009,False,False,False
3.09174561756726,True,False,True
0.26337853743431466,False,False,False
1.4543163356162117,False,False,False
1.0439084010692166,False,False,False
0.16619770028930522,False,False,False
1.0639505844350003,False,False,False
1.234174325928285,False,False,False
0.9015629562120575,False,False,False
0.07928218677843088,False,False,False
0.6156863113709521,False,False,False
0.538528500277579,False,False,False
0.41136866802544086,False,False,False
0.7366769534440536,False,False,False
0.46597196258403367,False,False,False
0.8029390981563688,False,False,False
0.12768550546787832,False,False,False
0.38026242917128084,False,False,False
0.6793636435103143,False,False,False
0.6578062513238138,False,False,False
0.11849714955833482,False,False,False
0.37920700519468786,False,False,False
0.13084451560546534,False,False,False
0.06583717462540807,False,False,False
1.216099025211611,False,False,False
0.08117829140930398,False,False,False
0.14572517045499295,False,False,False
0.42448043979857786,False,False,False
0.18784792609829892,False,False,False
0.8320202561163109,False,False,False
0.3585617900238926,False,False,False
0.38763580653556967,False,False,False
0.3099897815589379,False,False,False
0.6541746461588851,False,False,False
0.06456408911200251,False,False,False
2.1478313583433555,True,False,True
0.6506355823199158,False,False,False
0.14888027422360678,False,False,False
0.1095305195469693,False,False,False
0.36020143215774697,False,False,False
3.1968109785873144,True,False,True
0.08202097542267894,False,False,False
1.306797395144585,False,False,False
1.552973489382624,False,False,False
0.08751427084675484,False,False,False
0.3965584910938704,False,False,False
1.1979101336903322,False,False,False
0.21102968992425264,False,False,False
0.5049885593034614,False,False,False
1.0085988970750397,False,False,False
0.34635235354509764,False,False,False
0.5457320269806961,False,False,False
1.0026199574428694,False,False,False
0.25430771516684836,False,False,False
1.220128344319771,False,False,False
0.5092640110630171,False,False,False
0.07398396491342218,False,False,False
1.1894902745563039,False,False,False
0.39423145111731295,False,False,False
0.16603577355540672,False,False,False
0.2582255284123337,False,False,False
0.6488647587752812,False,False,False
0.6064554832457358,False,False,False
0.33226922235194145,False,False,False
0.5947931852402675,False,False,False
0.06413004729181417,False,False,False
0.3059501055693609,False,False,False
0.06313330525948611,False,False,False
0.16273368718105763,False,False,False
0.4056654655974058,False,False,False
0.3695096419647774,False,False,False
1.3674990958553832,False,False,False
0.18285887003271034,False,False,False
0.10413123149407831,False,False,False
1.2112165826706962,False,False,False
0.3263459756311327,False,False,False
0.3099408514453925,False,False,False
0.3292974721192369,False,False,False
0.22361781151845378,False,False,False
1.073867991476912,False,False,False
0.0676083648875147,False,False,False
0.415521277248881,False,False,False
0.1535211012152023,False,False,False
0.6527179148556176,False,False,False
0.4414035314833872,False,False,False
0.30362466804975985,False,False,False
0.3449393274866315,False,False,False
0.07422955351058672,False,False,False
0.336473117078838,False,False,False
0.31059340015338444,False,False,False
0.7595881165135667,False,False,False
0.07273499511507187,False,False,False
0.6941013922570024,False,False,False
3.0830184427693785,True,True,True
1.16969992523027,False,False,False
0.9211030836832912,False,False,False
0.9417717266507473,False,False,False
0.2505218668139094,False,False,False
0.2733141589857213,False,False,False
0.38152714107391306,False,False,False
0.32717315914629436,False,False,False
0.06301443265688102,False,False,False
0.07754037146842326,False,False,False
0.5033498365917206,False,False,False
1.8994960795303788,True,False,True
0.4863282249783537,False,False,False
0.5443420673537431,False,False,False
0.8696074413552513,False,False,False
0.13827889341977628,False,False,False
0.466570227680452,False,False,False
0.5023197859213695,False,False,False
0.4232490919202921,False,False,False
0.5270601395730901,False,False,False
0.055113990947721986,False,False,False
1.020240305820388,False,False,False
1.366338082399949,False,False,False
0.4503544801397169,False,False,False
0.12219728694437981,False,False,False
0.8426351797932732,False,False,False
0.32220665285912187,False,False,False
0.8546160044738839,False,False,False
0.4059020760522152,False,False,False
0.6651811216293302,False,False,False
0.32103326666146126,False,False,False
0.8178359238543985,False,False,False
0.6453074793748362,False,False,False
0.3750818853301767,False,False,False
0.7698098314228339,False,False,False
0.25324638322166215,False,False,False
1.3121715283611426,False,False,False
1.596155823673116,False,False,False
0.3150360439479058,False,False,False
0.6447184233508925,False,False,False
0.668935154858139,False,False,False
0.30240928353569585,False,False,False
0.11611077437564511,False,False,False
1.1421732978296484,False,False,False
0.9288266446238362,False,False,False
3.8807897396692113,True,False,True
1.1190063599432565,False,False,False
2.4280406135542867,True,False,True
0.3356671128091313,False,False,False
1.4380456821713823,False,False,False
0.43029498721549764,False,False,False
0.7182137588542233,False,False,False
0.8437225768271723,False,False,False
1.1499991593506411,False,True,True
0.38603725206793893,False,False,False
0.6538337522106222,False,False,False
0.2726300877010066,False,False,False
0.3757419301514129,False,False,False
0.2998398136608126,False,False,False
0.35718553402270503,False,False,False
1.6521400977184841,False,True,True
0.20776120396045544,False,False,False
0.2208827692170955,False,False,False
1.2032686553073064,False,False,False
0.28961489405223134,False,False,False
1.1685106461925387,False,False,False
0.26218500930960464,False,False,False
0.17469648213954037,False,False,False
0.49858672782661406,False,False,False
0.495209387489654,False,False,False
0.7569797123485523,False,False,False
0.30009663598895614,False,False,False
0.10936019325013571,False,False,False
0.6242889148360475,False,False,False
0.3470450764109561,False,False,False
1.452133752449988,False,False,False
0.3149560719246012,False,False,False
0.21933778567393608,False,False,False
1.4677105103848755,False,False,False
0.40587057681624567,False,False,False
0.32338369348428736,False,False,False
0.6821701826087045,False,False,False
0.7103770509504553,False,False,False
0.38562167107298706,False,False,False
0.05653471804137179,False,False,False
0.35112405258005286,False,False,False
1.32208354873331,False,False,False
0.6622075579731381,False,False,False
0.6863028026608835,False,False,False
0.5808891611918661,False,False,False
0.058163699204791995,False,False,False
0.26823497504520105,False,False,False
0.30909520298405635,False,False,False
0.26863508543017206,False,False,False
0.935652118806912,False,False,False
0.8925446554751657,False,False,False
0.6807356700975632,False,False,False
0.3746340280221135,False,False,False
0.3180607296340246,False,False,False
0.8069109852308306,False,False,False
0.44429368008633185,False,False,False
0.06277246764069146,False,False,False
1.0794406660671165,False,False,False
0.08129333274831514,False,False,False
0.08151125691361459,False,False,False
0.08066985092404998,False,False,False
0.3029894887103529,False,False,False
0.6934537679426847,False,False,False
1.9394783161287934,True,False,True
1.9478546641550167,True,False,True
0.5975319499395658,False,False,False
0.39771280005881715,False,False,False
0.7363671719843101,False,False,False
0.9947812042778715,False,False,False
0.36912280208850007,False,False,False
0.997523550081191,False,False,False
0.4991433819564658,False,False,False
0.13400109487107387,False,False,False
0.44661283590926776,False,False,False
0.16966286234483102,False,False,False
0.3029193781139463,False,False,False
0.08718200604803102,False,False,False
1.2015434633020683,False,False,False
0.30820275484812604,False,False,False
0.48822655146428195,False,False,False
0.31762721745693495,False,False,False
0.9673313280465816,False,False,False
0.27530907916996566,False,False,False
0.5952070105737163,False,False,False
1.670876925537199,False,False,False
0.7354518142719451,False,False,False
0.2953964571954282,False,False,False
0.34191991184860154,False,False,False
2.498118544259966,True,False,True
0.26608266202208825,False,False,False
0.27886747569687115,False,False,False
0.09419302503667953,False,False,False
1.216765315722682,False,False,False
0.1584414225464839,False,False,False
0.34762113001615336,False,False,False
0.4630811256113244,False,False,False
1.0280917433623957,False,False,False
0.32538539897970586,False,False,False
0.30188049720575205,False,False,False
0.6651887396770616,False,False,False
1.7943679371162902,False,False,False
0.2600174947513627,False,False,False
1.5291265760802801,False,False,False
0.09538305008452247,False,False,False
0.297471418172609,False,False,False
0.10179531943830458,False,False,False
0.4526231673740898,False,False,False
1.9902754577025186,True,False,True
0.6171814284125574,False,False,False
0.8257622449360779,False,False,False
1.0952190230274605,False,False,False
0.965295337898225,False,False,False
0.11853884309455794,False,False,False
0.4327192419109893,False,False,False
0.25153146125428727,False,False,False
0.3337397991617933,False,False,False
0.09562377695468592,False,False,False
3.4639687885896944,True,False,True
0.49240427244140733,False,False,False
0.3920136578055526,False,False,False
0.777947524593084,False,False,False
0.36455090728853345,False,False,False
1.0226270092067808,False,False,False
0.321505782640008,False,False,False
0.20995990885795776,False,False,False
0.3148626365223979,False,False,False
0.289458946533251,False,False,False
0.8182118670128221,False,False,False
1.32336601143091,False,False,False
0.05885921962044282,False,False,False
0.5950401485825836,False,False,False
0.11381158154308829,False,False,False
0.24697170625546794,False,False,False
0.0564845294448627,False,False,False
2.0871788717994657,True,False,True
0.11422470653791615,False,False,False
0.074307586096068,False,False,False
0.05830835596218313,False,False,False
0.20587483358824113,False,False,False
0.7130182608146391,False,False,False
